,sgRNA
67903,['CDKN2AIPNL']
67904,['SDHAF1']
67905,[]
67906,['TENM2']
67907,[]
67908,['THRA']
67909,[]
67910,['RRS1']
67911,[]
67912,[]
67913,[]
67914,[]
67915,['FSD1']
67916,[]
67917,['NCK1']
67918,['ENSCSAG00000003930.1']
67919,[]
67920,[]
67921,[]
67922,[]
67923,[]
67924,[]
67925,[]
67926,[]
67927,[]
67928,[]
67929,[]
67930,[]
67931,['SLC6A17']
67932,['DCP2']
67933,['FGF16']
67934,[]
67935,[]
67936,[]
67937,['MLEC']
67938,['OR52W1']
67939,[]
67940,['ENSCSAG00000013109.1']
67941,['LZTS3']
67942,['TEX26']
67943,[]
67944,[]
67945,[]
67946,[]
67947,[]
67948,['EPHA1']
67949,[]
67950,[]
67951,['C1orf50']
67952,['GRIA3']
67953,[]
67954,['ANGPTL1']
67955,[]
67956,[]
67957,[]
67958,[]
67959,[]
67960,[]
67961,['ENSCSAG00000016123.1']
67962,[]
67963,[]
67964,[]
67965,[]
67966,[]
67967,[]
67968,['B3GALT6']
67969,[]
67970,[]
67971,['PEX3']
67972,[]
67973,['FGF3']
67974,[]
67975,[]
67976,[]
67977,['FPR1']
67978,['CEP85L']
67979,[]
67980,[]
67981,[]
67982,[]
67983,[]
67984,['TMEM229B']
67985,[]
67986,[]
67987,[]
67988,[]
67989,['HTD2']
67990,[]
67991,[]
67992,[]
67993,[]
67994,[]
67995,[]
67996,[]
67997,[]
67998,[]
67999,['MFF']
68000,['SERPINB5']
68001,['COX2']
68002,[]
68003,['RSPH1']
68004,[]
68005,[]
68006,['RASL10A']
68007,[]
68008,['EDRF1']
68009,['ENSCSAG00000009293.1']
68010,['TAZ']
68011,[]
68012,['GABRA2']
68013,[]
68014,[]
68015,[]
68016,['ERGIC1']
68017,[]
68018,[]
68019,[]
68020,['IFT172']
68021,['UGT2B4']
68022,[]
68023,[]
68024,[]
68025,['ABCC5']
68026,[]
68027,[]
68028,[]
68029,[]
68030,['ENSCSAG00000014123.1']
68031,['ENSCSAG00000018564.1']
68032,[]
68033,['NR2F2']
68034,['BHLHE22']
68035,[]
68036,['HOXD13']
68037,[]
68038,[]
68039,['TTPA']
68040,['ZNF862']
68041,[]
68042,[]
68043,[]
68044,[]
68045,[]
68046,['ILK']
68047,[]
68048,[]
68049,[]
68050,['MANBA']
68051,[]
68052,[]
68053,['PPP1R3B']
68054,['EPS8L2']
68055,['GATA6']
68056,['EFNA2']
68057,['RADIL']
68058,['HCCS']
68059,[]
68060,['FKBP9']
68061,['VWC2']
68062,['ZDHHC3']
68063,['MAPK13']
68064,[]
68065,[]
68066,[]
68067,[]
68068,[]
68069,[]
68070,[]
68071,[]
68072,[]
68073,['CPN1']
68074,[]
68075,['MFSD8']
68076,['FOXG1']
68077,[]
68078,[]
68079,['ZNF219']
68080,['ENSCSAG00000009354.1']
68081,[]
68082,['BACE1']
68083,[]
68084,['INTU']
68085,[]
68086,[]
68087,['PLEKHF2']
68088,['PDLIM1']
68089,[]
68090,[]
68091,[]
68092,[]
68093,[]
68094,[]
68095,['ENSCSAG00000018692.1']
68096,['ENSCSAG00000018692.1']
68097,[]
68098,['APBB3']
68099,['ENSCSAG00000015324.1']
68100,['BTBD9']
68101,['WFDC13']
68102,['TP53TG5']
68103,['PRSS48']
68104,[]
68105,[]
68106,[]
68107,[]
68108,[]
68109,[]
68110,[]
68111,[]
68112,[]
68113,[]
68114,[]
68115,[]
68116,[]
68117,[]
68118,[]
68119,[]
68120,[]
68121,[]
68122,[]
68123,[]
68124,[]
68125,['XG']
68126,['KAT14']
68127,[]
68128,[]
68129,[]
68130,[]
68131,[]
68132,[]
68133,[]
68134,[]
68135,['TEK']
68136,[]
68137,[]
68138,[]
68139,[]
68140,[]
68141,['CPM']
68142,[]
68143,['ENSCSAG00000009404.1']
68144,[]
68145,['F11']
68146,[]
68147,[]
68148,[]
68149,[]
68150,['AK9']
68151,"['ENSCSAG00000009461.1', 'ENSCSAG00000018303.1']"
68152,[]
68153,['DKK1']
68154,['GPC4']
68155,['SCN2A']
68156,['SNX22']
68157,[]
68158,[]
68159,[]
68160,['NIPSNAP3A']
68161,['CYB561A3']
68162,[]
68163,['AKAP11']
68164,[]
68165,[]
68166,[]
68167,[]
68168,['OGN']
68169,[]
68170,[]
68171,[]
68172,[]
68173,['CHN1']
68174,[]
68175,['NDST3']
68176,[]
68177,['STXBP3']
68178,[]
68179,[]
68180,[]
68181,[]
68182,[]
68183,[]
68184,[]
68185,[]
68186,[]
68187,[]
68188,[]
68189,[]
68190,[]
68191,[]
68192,[]
68193,[]
68194,[]
68195,[]
68196,[]
68197,[]
68198,[]
68199,['XIRP2']
68200,[]
68201,[]
68202,[]
68203,[]
68204,['HAGH']
68205,['ENSCSAG00000012170.1']
68206,[]
68207,[]
68208,[]
68209,['NRK']
68210,['C6orf120']
68211,['SCFD1']
68212,['ADCK1']
68213,['TMTC1']
68214,[]
68215,[]
68216,[]
68217,[]
68218,[]
68219,[]
68220,[]
68221,[]
68222,[]
68223,['ARSF']
68224,[]
68225,['ENSCSAG00000007003.1']
68226,[]
68227,[]
68228,['CMTR2']
68229,[]
68230,[]
68231,['ADI1']
68232,[]
68233,['DCLK3']
68234,['CAPZA2']
68235,[]
68236,[]
68237,[]
68238,[]
68239,[]
68240,[]
68241,[]
68242,[]
68243,['FBXO48']
68244,['KRT24']
68245,[]
68246,['ADCY8']
68247,[]
68248,['ASAP1']
68249,[]
68250,[]
68251,[]
68252,['CAVIN4']
68253,['MITD1']
68254,[]
68255,['ZYG11A']
68256,['ZNF853']
68257,[]
68258,[]
68259,[]
68260,[]
68261,[]
68262,[]
68263,[]
68264,[]
68265,[]
68266,[]
68267,['TECRL']
68268,[]
68269,[]
68270,[]
68271,[]
68272,[]
68273,[]
68274,[]
68275,[]
68276,[]
68277,[]
68278,[]
68279,['HIPK3']
68280,[]
68281,[]
68282,[]
68283,['SPIN3']
68284,[]
68285,[]
68286,[]
68287,['F13B']
68288,['SEPTIN7']
68289,[]
68290,[]
68291,[]
68292,[]
68293,[]
68294,['ALDH1A2']
68295,['SERPINA11']
68296,['PRF1']
68297,[]
68298,['ZNF778']
68299,['AEBP2']
68300,[]
68301,['ENSCSAG00000004906.1']
68302,[]
68303,['UGDH']
68304,[]
68305,['RASGRP2']
68306,['TCIM']
68307,[]
68308,[]
68309,[]
68310,[]
68311,['SLC22A7']
68312,['RNF138']
68313,[]
68314,['UBA1']
68315,['DBT']
68316,[]
68317,[]
68318,['DHX8']
68319,[]
68320,[]
68321,['PGPEP1L']
68322,['DCLK2']
68323,[]
68324,['FANCG']
68325,[]
68326,['MIPOL1']
68327,[]
68328,[]
68329,[]
68330,['FAM228A']
68331,['ENSCSAG00000004980.1']
68332,[]
68333,['SULT1B1']
68334,[]
68335,['ZNF655']
68336,['ENSCSAG00000000533.1']
68337,[]
68338,['BMP15']
68339,['ZNF304']
68340,[]
68341,['PQBP1']
68342,['EXOC6B']
68343,[]
68344,[]
68345,[]
68346,[]
68347,[]
68348,[]
68349,[]
68350,[]
68351,[]
68352,['ENSCSAG00000016662.1']
68353,['SYTL3']
68354,['CTSL']
68355,[]
68356,[]
68357,[]
68358,[]
68359,[]
68360,[]
68361,['SDHAF1']
68362,[]
68363,[]
68364,[]
68365,[]
68366,[]
68367,[]
68368,[]
68369,['ENSCSAG00000000504.1']
68370,['TAPBP']
68371,[]
68372,['ENSCSAG00000019468.1']
68373,[]
68374,[]
68375,[]
68376,[]
68377,['RRBP1']
68378,[]
68379,[]
68380,['PRKAG2']
68381,['CALHM3']
68382,['ADTRP']
68383,[]
68384,[]
68385,['RALB']
68386,[]
68387,[]
68388,['ARSK']
68389,[]
68390,[]
68391,[]
68392,[]
68393,[]
68394,['MAGEB10']
68395,['GZMK']
68396,[]
68397,[]
68398,[]
68399,[]
68400,['PHOSPHO2']
68401,[]
68402,[]
68403,['ZNF487']
68404,['RUNX1']
68405,[]
68406,['TIGD7']
68407,[]
68408,['NCDN']
68409,[]
68410,[]
68411,[]
68412,[]
68413,[]
68414,['DHX8']
68415,[]
68416,[]
68417,[]
68418,['ENSCSAG00000006004.1']
68419,[]
68420,[]
68421,[]
68422,[]
68423,[]
68424,[]
68425,[]
68426,[]
68427,[]
68428,['ZNF804B']
68429,[]
68430,['INTS14']
68431,['TXNL4B']
68432,[]
68433,[]
68434,['RNH1']
68435,[]
68436,[]
68437,['PLEKHD1']
68438,[]
68439,['ZBED4']
68440,['RAD51B']
68441,[]
68442,"['ENSCSAG00000009790.1', 'ENSCSAG00000018961.1']"
68443,['KDM6A']
68444,['C2orf78']
68445,[]
68446,[]
68447,['PIKFYVE']
68448,['LURAP1']
68449,[]
68450,[]
68451,[]
68452,[]
68453,[]
68454,[]
68455,[]
68456,[]
68457,[]
68458,[]
68459,['RGS14']
68460,[]
68461,[]
68462,[]
68463,['PHOSPHO2']
68464,['OR11A1']
68465,[]
68466,[]
68467,[]
68468,['C4BPB']
68469,['CNOT9']
68470,['NEO1']
68471,['CSN1S1']
68472,[]
68473,[]
68474,[]
68475,[]
68476,[]
68477,[]
68478,[]
68479,[]
68480,[]
68481,[]
68482,[]
68483,[]
68484,['EIF4E2']
68485,['CHST6']
68486,['TMEM87B']
68487,[]
68488,[]
68489,[]
68490,['GLIPR1']
68491,[]
68492,['COMMD1']
68493,[]
68494,[]
68495,[]
68496,[]
68497,[]
68498,['ENSCSAG00000006702.1']
68499,[]
68500,[]
68501,[]
68502,[]
68503,['DEPDC1']
68504,[]
68505,[]
68506,['ENSCSAG00000008538.1']
68507,['OTUD3']
68508,[]
68509,[]
68510,[]
68511,['C8orf37']
68512,[]
68513,[]
68514,[]
68515,[]
68516,[]
68517,['NR0B1']
68518,['OCRL']
68519,[]
68520,[]
68521,['ABCG4']
68522,[]
68523,[]
68524,[]
68525,[]
68526,[]
68527,[]
68528,[]
68529,['PI4K2A']
68530,[]
68531,[]
68532,['BEX4']
68533,['GK2']
68534,[]
68535,[]
68536,[]
68537,[]
68538,[]
68539,['ENSCSAG00000008014.1']
68540,[]
68541,['OBSCN']
68542,[]
68543,[]
68544,['TNFRSF4']
68545,['ENSCSAG00000001251.1']
68546,[]
68547,[]
68548,['DNAH12']
68549,['FRMPD1']
68550,[]
68551,[]
68552,[]
68553,['TMEM241']
68554,[]
68555,[]
68556,[]
68557,['ENSCSAG00000004272.1']
68558,[]
68559,['PLEKHG3']
68560,[]
68561,['CDC42EP3']
68562,[]
68563,['ENSCSAG00000011732.1']
68564,[]
68565,['BIRC6']
68566,[]
68567,[]
68568,"['SPATA25', 'NEURL2']"
68569,['E2F4']
68570,[]
68571,[]
68572,['NIT1']
68573,[]
68574,[]
68575,[]
68576,[]
68577,[]
68578,['GRXCR1']
68579,['ZC3H10']
68580,[]
68581,[]
68582,[]
68583,[]
68584,[]
68585,['HEATR5A']
68586,[]
68587,[]
68588,['DMP1']
68589,[]
68590,[]
68591,['ZKSCAN5']
68592,[]
68593,[]
68594,[]
68595,[]
68596,[]
68597,[]
68598,[]
68599,[]
68600,[]
68601,[]
68602,[]
68603,[]
68604,[]
68605,[]
68606,['ARG2']
68607,[]
68608,['ENSCSAG00000018307.1']
68609,['ARL1']
68610,[]
68611,[]
68612,[]
68613,[]
68614,[]
68615,[]
68616,[]
68617,[]
68618,['RERE']
68619,[]
68620,['CDC26']
68621,['ENPP2']
68622,[]
68623,[]
68624,[]
68625,['ABHD13']
68626,['UBE4A']
68627,[]
68628,['ENSCSAG00000001778.1']
68629,['ENSCSAG00000015525.1']
68630,[]
68631,[]
68632,[]
68633,[]
68634,[]
68635,[]
68636,[]
68637,['ENSCSAG00000011489.1']
68638,[]
68639,['DENND4C']
68640,[]
68641,['ITGB1']
68642,[]
68643,['TENM3']
68644,[]
68645,[]
68646,[]
68647,[]
68648,[]
68649,[]
68650,[]
68651,[]
68652,[]
68653,[]
68654,['SPIN1']
68655,[]
68656,[]
68657,[]
68658,['NIM1K']
68659,[]
68660,[]
68661,[]
68662,[]
68663,[]
68664,['SBDS']
68665,['STAMBPL1']
68666,[]
68667,[]
68668,['TERF1']
68669,['TSG101']
68670,[]
68671,[]
68672,[]
68673,[]
68674,[]
68675,[]
68676,[]
68677,[]
68678,['PPP3CA']
68679,[]
68680,[]
68681,[]
68682,[]
68683,[]
68684,[]
68685,[]
68686,[]
68687,[]
68688,[]
68689,[]
68690,[]
68691,[]
68692,['ENSCSAG00000012717.1']
68693,[]
68694,[]
68695,[]
68696,[]
68697,[]
68698,[]
68699,[]
68700,[]
68701,[]
68702,[]
68703,[]
68704,[]
68705,[]
68706,[]
68707,[]
68708,[]
68709,[]
68710,[]
68711,[]
68712,[]
68713,[]
68714,[]
68715,[]
68716,[]
68717,[]
68718,[]
68719,[]
68720,[]
68721,[]
68722,['KBTBD2']
68723,[]
68724,[]
68725,[]
68726,[]
68727,[]
68728,[]
68729,[]
68730,[]
68731,[]
68732,[]
68733,[]
68734,[]
68735,[]
68736,[]
68737,[]
68738,[]
68739,[]
68740,[]
68741,[]
68742,[]
68743,[]
68744,[]
68745,[]
68746,[]
68747,[]
68748,[]
68749,['COPS2']
68750,[]
68751,[]
68752,['STRAP']
68753,['CEP135']
68754,[]
68755,[]
68756,[]
68757,[]
68758,[]
68759,[]
68760,[]
68761,[]
68762,[]
68763,[]
68764,[]
68765,['MEP1B']
68766,[]
68767,['FOLR1']
68768,[]
68769,[]
68770,[]
68771,[]
68772,[]
68773,['TSC22D1']
68774,[]
68775,[]
68776,[]
68777,[]
68778,[]
68779,['MOSPD3']
68780,[]
68781,[]
68782,[]
68783,[]
68784,[]
68785,[]
68786,[]
68787,[]
68788,[]
68789,['FXR1']
68790,[]
68791,[]
68792,[]
68793,['WIPI1']
68794,[]
68795,['ATG3']
68796,[]
68797,[]
68798,['ZFC3H1']
68799,[]
68800,[]
68801,[]
68802,[]
68803,[]
68804,['TRMT2B']
68805,[]
68806,[]
68807,['SLC4A8']
68808,['XPO1']
68809,['TNKS1BP1']
68810,[]
68811,[]
68812,[]
68813,[]
68814,[]
68815,[]
68816,[]
68817,[]
68818,['TRPM4']
68819,[]
68820,[]
68821,[]
68822,[]
68823,['LRRIQ4']
68824,['NSMCE2']
68825,['TACC1']
68826,['ENSCSAG00000001632.1']
68827,[]
68828,[]
68829,['CWC25']
68830,['ICAM2']
68831,[]
68832,[]
68833,[]
68834,[]
68835,[]
68836,['TRMT10C']
68837,[]
68838,[]
68839,[]
68840,['ARL5B']
68841,[]
68842,['HAPLN4']
68843,[]
68844,[]
68845,[]
68846,[]
68847,[]
68848,[]
68849,[]
68850,[]
68851,[]
68852,[]
68853,['STK17A']
68854,[]
68855,['ENSCSAG00000003240.1']
68856,[]
68857,[]
68858,[]
68859,['PCDHB3']
68860,[]
68861,['NTNG1']
68862,[]
68863,[]
68864,[]
68865,[]
68866,[]
68867,[]
68868,[]
68869,[]
68870,['RP1']
68871,[]
68872,[]
68873,['DPP8']
68874,[]
68875,[]
68876,['SGO2']
68877,['FAM200B']
68878,['SLC26A4']
68879,[]
68880,[]
68881,['TIMM44']
68882,[]
68883,[]
68884,['CDH8']
68885,['CSTA']
68886,['PCDHA9']
68887,['ENAM']
68888,['ITK']
68889,[]
68890,[]
68891,['KLKB1']
68892,[]
68893,['SYT14']
68894,[]
68895,[]
68896,['ZNF614']
68897,['DCBLD2']
68898,['ARHGAP4']
68899,['ENSCSAG00000018299.1']
68900,[]
68901,['STAU1']
68902,[]
68903,['CLGN']
68904,[]
68905,[]
68906,[]
68907,['ADGRL3']
68908,['CLCA1']
68909,[]
68910,['TUFT1']
68911,['IFI44L']
68912,['VPS54']
68913,[]
68914,['ENSCSAG00000018308.1']
68915,[]
68916,[]
68917,['ZNF322']
68918,[]
68919,[]
68920,['CHUK']
68921,[]
68922,"['GMCL1', 'ENSCSAG00000019761.1']"
68923,['CNOT10']
68924,[]
68925,[]
68926,['PPAT']
68927,[]
68928,['NHLRC3']
68929,['RPS6KA3']
68930,[]
68931,[]
68932,[]
68933,[]
68934,['QARS1']
68935,[]
68936,[]
68937,[]
68938,[]
68939,[]
68940,['UBR3']
68941,[]
68942,[]
68943,['WDR37']
68944,['ELAPOR2']
68945,[]
68946,['ETV6']
68947,['GRIA2']
68948,[]
68949,[]
68950,[]
68951,['EIF2AK4']
68952,['ACKR1']
68953,[]
68954,[]
68955,[]
68956,[]
68957,[]
68958,[]
68959,[]
68960,['WASF3']
68961,[]
68962,[]
68963,[]
68964,[]
68965,['YRDC']
68966,[]
68967,['ZNF566']
68968,[]
68969,[]
68970,[]
68971,[]
68972,['RPL15']
68973,[]
68974,[]
68975,[]
68976,['FBXO36']
68977,[]
68978,[]
68979,[]
68980,[]
68981,[]
68982,[]
68983,[]
68984,[]
68985,[]
68986,['ZC3H8']
68987,[]
68988,[]
68989,[]
68990,['FRG1']
68991,[]
68992,['ENSCSAG00000017729.1']
68993,"['ENSCSAG00000018293.1', 'VKORC1L1']"
68994,[]
68995,[]
68996,[]
68997,['SLC9A9']
68998,[]
68999,[]
69000,[]
69001,[]
69002,[]
69003,['ZSCAN20']
69004,[]
69005,['ZNF26']
69006,['ENSCSAG00000018726.1']
69007,['SLC24A4']
69008,[]
69009,[]
69010,['SNX13']
69011,[]
69012,[]
69013,[]
69014,['MEIS3']
69015,['ENSCSAG00000005727.1']
69016,[]
69017,['BCLAF3']
69018,[]
69019,['JADE2']
69020,['PTPN20']
69021,['PXK']
69022,['COG3']
69023,[]
69024,['LTO1']
69025,[]
69026,['OR51C1P']
69027,[]
69028,[]
69029,['ENSCSAG00000008025.1']
69030,[]
69031,[]
69032,[]
69033,[]
69034,['PRMT7']
69035,[]
69036,['CHMP4B']
69037,[]
69038,['NDRG1']
69039,['CCNT2']
69040,['CCDC112']
69041,[]
69042,['UBL3']
69043,[]
69044,['ENSCSAG00000000470.1']
69045,[]
69046,[]
69047,['FAF1']
69048,[]
69049,['PACSIN1']
69050,[]
69051,[]
69052,[]
69053,['IL36G']
69054,['TMEM98']
69055,['ENSCSAG00000008095.1']
69056,[]
69057,['GLYATL3']
69058,['SRRT']
69059,['PSMB9']
69060,['AMPD1']
69061,[]
69062,['SNRPA']
69063,['CACNA1B']
69064,['CNTN6']
69065,['IER2']
69066,[]
69067,['HTR2B']
69068,[]
69069,['ENSCSAG00000018331.1']
69070,[]
69071,['SUCNR1']
69072,['ATE1']
69073,['MYBPC2']
69074,[]
69075,[]
69076,['CFAP46']
69077,['PRAMEF12']
69078,['GBE1']
69079,[]
69080,['FYTTD1']
69081,[]
69082,[]
69083,[]
69084,[]
69085,[]
69086,[]
69087,[]
69088,[]
69089,[]
69090,[]
69091,['POM121L2']
69092,['EED']
69093,['CASP4']
69094,[]
69095,[]
69096,['RGS8']
69097,[]
69098,[]
69099,['PRR13']
69100,['UBXN10']
69101,[]
69102,['PLXNA3']
69103,['CNOT7']
69104,[]
69105,[]
69106,[]
69107,[]
69108,[]
69109,['MMP20']
69110,[]
69111,['BLZF1']
69112,[]
69113,[]
69114,[]
69115,['ENSCSAG00000001333.1']
69116,[]
69117,[]
69118,[]
69119,[]
69120,['SPRED1']
69121,[]
69122,['METTL15']
69123,['PDE9A']
69124,['FBXO8']
69125,['SLC5A10']
69126,['ALG11']
69127,[]
69128,[]
69129,[]
69130,['TGFB3']
69131,[]
69132,[]
69133,[]
69134,[]
69135,['ATP13A2']
69136,['ABL2']
69137,['ENSCSAG00000017955.1']
69138,['RABGGTB']
69139,[]
69140,['SLC6A7']
69141,"['ENSCSAG00000000520.1', 'ENSCSAG00000000521.1']"
69142,[]
69143,['TMEM225']
69144,[]
69145,[]
69146,['CABLES1']
69147,[]
69148,[]
69149,[]
69150,['SEC63']
69151,['ENSCSAG00000005015.1']
69152,[]
69153,['JAK2']
69154,[]
69155,['MAP2K5']
69156,['SPINK5']
69157,['VTCN1']
69158,[]
69159,[]
69160,[]
69161,['DIDO1']
69162,[]
69163,[]
69164,[]
69165,['FGA']
69166,['PRUNE1']
69167,['RLF']
69168,[]
69169,['OSBPL10']
69170,[]
69171,['XKR3']
69172,[]
69173,[]
69174,['RRNAD1']
69175,[]
69176,[]
69177,['CIT']
69178,['VPS45']
69179,['CCDC127']
69180,['BFAR']
69181,[]
69182,[]
69183,[]
69184,[]
69185,['FGF7']
69186,[]
69187,['ERBIN']
69188,['FAM160A2']
69189,[]
69190,[]
69191,['PFKFB2']
69192,['G3BP1']
69193,['MEA1']
69194,[]
69195,[]
69196,[]
69197,['CALCB']
69198,['SC5D']
69199,['ZNHIT2']
69200,[]
69201,[]
69202,['CRYBB2']
69203,['RWDD2B']
69204,['SMAD4']
69205,[]
69206,[]
69207,['HELLS']
69208,[]
69209,['ENSCSAG00000015792.1']
69210,[]
69211,[]
69212,[]
69213,['MRPL51']
69214,['SLC10A6']
69215,[]
69216,[]
69217,['RSPH3']
69218,['HNRNPH3']
69219,['MAN2A1']
69220,[]
69221,[]
69222,[]
69223,['IGSF3']
69224,[]
69225,['PRSS8']
69226,['CFB']
69227,['ALG3']
69228,['TREM2']
69229,[]
69230,['LIPC']
69231,[]
69232,[]
69233,['ARAP2']
69234,['PABPC1L']
69235,[]
69236,['CRYGD']
69237,[]
69238,['TAL1']
69239,['PRSS38']
69240,['CRYBA1']
69241,['NCCRP1']
69242,['ENSCSAG00000012222.1']
69243,['CRYGB']
69244,[]
69245,['ENSCSAG00000005355.1']
69246,['PHF2']
69247,[]
69248,[]
69249,[]
69250,['TMPRSS11A']
69251,[]
69252,['DSEL']
69253,[]
69254,[]
69255,[]
69256,['CCDC146']
69257,['ETV1']
69258,[]
69259,[]
69260,[]
69261,[]
69262,[]
69263,[]
69264,['COL1A1']
69265,['FAM131A']
69266,[]
69267,[]
69268,[]
69269,[]
69270,[]
69271,['CNGA1']
69272,['TEC']
69273,[]
69274,[]
69275,[]
69276,['ACER2']
69277,[]
69278,['GNB5']
69279,[]
69280,[]
69281,[]
69282,[]
69283,[]
69284,['CDC42']
69285,['MRPL27']
69286,['CDK10']
69287,[]
69288,[]
69289,['CCR6']
69290,['TACO1']
69291,['SLC9A5']
69292,['NCKAP1']
69293,[]
69294,[]
69295,['TSR1']
69296,['PNPLA8']
69297,[]
69298,['PTPRZ1']
69299,['ZMYND19']
69300,['CPB2']
69301,['TTC26']
69302,[]
69303,['PRPSAP1']
69304,['ENSCSAG00000009554.1']
69305,['APOF']
69306,['ARRDC5']
69307,[]
69308,['NOS2']
69309,[]
69310,['VAMP5']
69311,[]
69312,[]
69313,['ENSCSAG00000006180.1']
69314,[]
69315,[]
69316,[]
69317,['MANEA']
69318,[]
69319,['FA2H']
69320,['ENSCSAG00000018693.1']
69321,['GALNT3']
69322,['C10orf88']
69323,['MYBPC1']
69324,['PALMD']
69325,['OLFML3']
69326,[]
69327,['EDN3']
69328,['ENTPD7']
69329,['ZNF724']
69330,[]
69331,[]
69332,[]
69333,['ENSCSAG00000009354.1']
69334,[]
69335,['EFCAB10']
69336,[]
69337,['VPS13A']
69338,['IRX4']
69339,[]
69340,[]
69341,['STRN3']
69342,[]
69343,[]
69344,['ZNF326']
69345,[]
69346,['ENSCSAG00000005355.1']
69347,[]
69348,['IRX6']
69349,['PTPRS']
69350,[]
69351,[]
69352,['ENSCSAG00000009398.1']
69353,"['ENSCSAG00000009387.1', 'ENSCSAG00000009398.1']"
69354,['C6orf58']
69355,['PLA2G2E']
69356,['PDZRN3']
69357,[]
69358,['CAMTA2']
69359,[]
69360,[]
69361,[]
69362,['PPM1A']
69363,[]
69364,[]
69365,[]
69366,['ENSCSAG00000018525.1']
69367,[]
69368,['KCNJ13']
69369,['HIF1A']
69370,[]
69371,['POFUT1']
69372,['RPTN']
69373,['BAG4']
69374,['NPR2']
69375,['ENSCSAG00000013939.1']
69376,[]
69377,['SNX4']
69378,[]
69379,[]
69380,[]
69381,['ENSCSAG00000013604.1']
69382,[]
69383,[]
69384,[]
69385,['NEXN']
69386,[]
69387,['CSTF1']
69388,['SARAF']
69389,[]
69390,[]
69391,[]
69392,[]
69393,[]
69394,[]
69395,[]
69396,['SERPINA6']
69397,['OR5C1']
69398,['ERLEC1']
69399,[]
69400,['C21orf91']
69401,[]
69402,[]
69403,[]
69404,[]
69405,[]
69406,['SUSD4']
69407,[]
69408,[]
69409,[]
69410,['LZIC']
69411,['LARP1B']
69412,[]
69413,[]
69414,['MCTP1']
69415,[]
69416,[]
69417,['CNOT6L']
69418,['ENSCSAG00000000471.1']
69419,['SAT2']
69420,[]
69421,[]
69422,[]
69423,['WDR46']
69424,[]
69425,[]
69426,['GRIK2']
69427,[]
69428,[]
69429,['SERPINA5']
69430,['ORMDL1']
69431,[]
69432,[]
69433,['NDUFAF7']
69434,[]
69435,[]
69436,[]
69437,['THEM4']
69438,['ENSCSAG00000010759.1']
69439,[]
69440,['EML1']
69441,['SLC1A2']
69442,[]
69443,[]
69444,[]
69445,['CUTC']
69446,[]
69447,['SLC39A9']
69448,[]
69449,['PSMB1']
69450,['RANBP2']
69451,[]
69452,[]
69453,[]
69454,[]
69455,['CA8']
69456,[]
69457,[]
69458,[]
69459,[]
69460,['ITSN2']
69461,[]
69462,[]
69463,[]
69464,[]
69465,['SYT11']
69466,[]
69467,[]
69468,['ZBTB26']
69469,['SGF29']
69470,[]
69471,['SLITRK1']
69472,[]
69473,[]
69474,['HACD4']
69475,[]
69476,[]
69477,[]
69478,[]
69479,[]
69480,[]
69481,['STRN3']
69482,[]
69483,[]
69484,['SERPINB13']
69485,['UBE2Q2']
69486,[]
69487,[]
69488,[]
69489,['ZNF662']
69490,[]
69491,[]
69492,[]
69493,['CCNJ']
69494,['TERF2']
69495,['ENSCSAG00000016976.1']
69496,[]
69497,[]
69498,['DARS1']
69499,[]
69500,[]
69501,[]
69502,[]
69503,['OR4F6']
69504,['TTLL11']
69505,['PREPL']
69506,[]
69507,['MAPKAP1']
69508,[]
69509,['NPC2']
69510,[]
69511,[]
69512,['ADGRL4']
69513,['TAS2R38']
69514,[]
69515,[]
69516,['PSMB4']
69517,[]
69518,[]
69519,[]
69520,[]
69521,[]
69522,[]
69523,['DYNLRB2']
69524,[]
69525,['GBP3']
69526,['STING1']
69527,[]
69528,['MARK2']
69529,['SYNCRIP']
69530,[]
69531,[]
69532,['ENSCSAG00000019387.1']
69533,[]
69534,[]
69535,[]
69536,['NFIB']
69537,['ATP10D']
69538,[]
69539,['PPP2R2A']
69540,[]
69541,[]
69542,['CEP104']
69543,[]
69544,[]
69545,[]
69546,['XRN1']
69547,"['C22orf39', 'UFD1']"
69548,[]
69549,[]
69550,[]
69551,[]
69552,[]
69553,[]
69554,[]
69555,['TMIE']
69556,[]
69557,[]
69558,[]
69559,['PPARGC1A']
69560,[]
69561,[]
69562,['APLP2']
69563,[]
69564,['GCSAM']
69565,[]
69566,[]
69567,[]
69568,['ENSCSAG00000014597.1']
69569,[]
69570,['PIK3R3']
69571,['SERPINB7']
69572,['GBP3']
69573,['CHRNE']
69574,[]
69575,[]
69576,[]
69577,[]
69578,[]
69579,['SLITRK1']
69580,['AP1S3']
69581,['ENSCSAG00000006320.1']
69582,['ETFBKMT']
69583,[]
69584,['PIGF']
69585,['ADAMTS18']
69586,['AKAP9']
69587,[]
69588,['GNG3']
69589,[]
69590,['SPHK2']
69591,[]
69592,[]
69593,[]
69594,['TNRC6A']
69595,['WDR17']
69596,['GK']
69597,['XKR9']
69598,[]
69599,[]
69600,['PCSK5']
69601,[]
69602,['ZMYND11']
69603,[]
69604,[]
69605,[]
69606,[]
69607,[]
69608,['PMCH']
69609,[]
69610,[]
69611,[]
69612,[]
69613,[]
69614,[]
69615,[]
69616,[]
69617,[]
69618,[]
69619,[]
69620,[]
69621,[]
69622,[]
69623,['TTLL8']
69624,[]
